ID,Temperature,Activity,pH,Study,CNs,Rsoil,Rscaled,Biomass,Bscaled,Ctot,Ctot.scaled,DOC,DOC.scaled,W,WHC,Clay,Silt,Type,Comment,WHC_100_pred,Time
30,308.15,26.7,3.76,Santruckova et al. 2003,21.11,48.21,3.35,1.81,0.56,1.96,1.00,10.12,1.58,18.10,60,,,Laboratory,,30.17315237,14
30,308.15,23.9,3.76,Santruckova et al. 2003,21.11,52.86,3.29,2.21,0.55,1.96,1.00,10.12,1.58,18.10,60,,,Laboratory,,30.17315237,14
30,308.15,21.0,3.76,Santruckova et al. 2003,21.11,59.14,2.49,2.81,0.67,1.96,1.00,10.12,1.58,18.10,60,,,Laboratory,,30.17315237,14
30,313.15,32.6,3.76,Santruckova et al. 2003,21.11,39.27,2.83,1.20,0.40,1.96,1.00,9.31,1.45,18.10,60,,,Laboratory,,30.17315237,14
30,313.15,21.8,3.76,Santruckova et al. 2003,21.11,52.48,3.65,2.41,0.75,1.96,1.00,9.31,1.45,18.10,60,,,Laboratory,,30.17315237,14
30,313.15,18.7,3.76,Santruckova et al. 2003,21.11,52.58,3.27,2.81,0.70,1.96,1.00,9.31,1.45,18.10,60,,,Laboratory,,30.17315237,14
30,313.15,17.9,3.76,Santruckova et al. 2003,21.11,64.65,2.72,3.61,0.86,1.96,1.00,9.31,1.45,18.10,60,,,Laboratory,,30.17315237,14
31,278.15,0.7,4.42,Santruckova et al. 2003,28.00,8.04,,11.38,,1.60,,5.80,,16.88,60,,,Laboratory,,28.13627889,14
31,278.15,0.6,4.42,Santruckova et al. 2003,28.00,7.28,0.38,11.98,0.69,1.60,1.00,5.80,1.15,16.88,60,,,Laboratory,,28.13627889,14
31,278.15,0.4,4.42,Santruckova et al. 2003,28.00,6.13,0.31,13.78,0.69,1.60,1.00,5.80,1.15,16.88,60,,,Laboratory,,28.13627889,14
31,278.15,0.4,4.42,Santruckova et al. 2003,28.00,5.06,0.22,13.78,0.66,1.60,1.00,5.80,1.15,16.88,60,,,Laboratory,,28.13627889,14
31,283.15,1.1,4.42,Santruckova et al. 2003,28.00,14.02,,12.38,,1.60,,5.47,,16.88,60,,,Laboratory,,28.13627889,14
31,283.15,1.1,4.42,Santruckova et al. 2003,28.00,14.02,0.74,13.18,0.76,1.60,1.00,5.47,1.09,16.88,60,,,Laboratory,,28.13627889,14
31,283.15,0.9,4.42,Santruckova et al. 2003,28.00,13.82,0.69,14.98,0.75,1.60,1.00,5.47,1.09,16.88,60,,,Laboratory,,28.13627889,14
31,283.15,0.8,4.42,Santruckova et al. 2003,28.00,13.33,0.59,15.78,0.76,1.60,1.00,5.47,1.09,16.88,60,,,Laboratory,,28.13627889,14
31,288.15,,4.42,Santruckova et al. 2003,28.00,,,16.77,,1.60,,5.04,,16.88,60,,,Laboratory,,28.13627889,14
31,288.15,1.1,4.42,Santruckova et al. 2003,28.00,19.01,1.00,17.37,1.00,1.60,1.00,5.04,1.00,16.88,60,,,Laboratory,,28.13627889,14
31,288.15,1.0,4.42,Santruckova et al. 2003,28.00,20.09,1.00,19.97,1.00,1.60,1.00,5.04,1.00,16.88,60,,,Laboratory,,28.13627889,14
31,288.15,1.1,4.42,Santruckova et al. 2003,28.00,22.73,1.00,20.77,1.00,1.60,1.00,5.04,1.00,16.88,60,,,Laboratory,,28.13627889,14
31,293.15,1.3,4.42,Santruckova et al. 2003,28.00,29.58,,22.17,,1.60,,3.71,,16.88,60,,,Laboratory,,28.13627889,14
31,293.15,1.3,4.42,Santruckova et al. 2003,28.00,29.97,1.58,22.36,1.29,1.60,1.00,3.71,0.74,16.88,60,,,Laboratory,,28.13627889,14
31,293.15,1.4,4.42,Santruckova et al. 2003,28.00,30.95,1.54,22.76,1.14,1.60,1.00,3.71,0.74,16.88,60,,,Laboratory,,28.13627889,14
31,293.15,1.4,4.42,Santruckova et al. 2003,28.00,31.54,1.39,23.16,1.12,1.60,1.00,3.71,0.74,16.88,60,,,Laboratory,,28.13627889,14
31,298.15,2.2,4.42,Santruckova et al. 2003,28.00,42.89,,19.37,,1.60,,4.10,,16.88,60,,,Laboratory,,28.13627889,14
31,298.15,2.2,4.42,Santruckova et al. 2003,28.00,43.38,2.28,19.77,1.14,1.60,1.00,4.10,0.81,16.88,60,,,Laboratory,,28.13627889,14
31,298.15,2.1,4.42,Santruckova et al. 2003,28.00,43.38,2.16,20.97,1.05,1.60,1.00,4.10,0.81,16.88,60,,,Laboratory,,28.13627889,14
31,298.15,2.1,4.42,Santruckova et al. 2003,28.00,43.58,1.92,21.17,1.02,1.60,1.00,4.10,0.81,16.88,60,,,Laboratory,,28.13627889,14
31,303.15,3.5,4.42,Santruckova et al. 2003,28.00,66.58,,18.77,,1.60,,4.30,,16.88,60,,,Laboratory,,28.13627889,14
31,303.15,3.6,4.42,Santruckova et al. 2003,28.00,67.27,3.54,18.77,1.08,1.60,1.00,4.30,0.85,16.88,60,,,Laboratory,,28.13627889,14
31,303.15,3.7,4.42,Santruckova et al. 2003,28.00,68.74,3.42,18.77,0.94,1.60,1.00,4.30,0.85,16.88,60,,,Laboratory,,28.13627889,14
31,303.15,3.7,4.42,Santruckova et al. 2003,28.00,71.67,3.15,19.17,0.92,1.60,1.00,4.30,0.85,16.88,60,,,Laboratory,,28.13627889,14
31,308.15,11.5,4.42,Santruckova et al. 2003,28.00,66.49,,5.79,,1.60,,7.46,,16.88,60,,,Laboratory,,28.13627889,14
31,308.15,10.7,4.42,Santruckova et al. 2003,28.00,68.35,3.60,6.39,0.37,1.60,1.00,7.46,1.48,16.88,60,,,Laboratory,,28.13627889,14
31,308.15,10.1,4.42,Santruckova et al. 2003,28.00,68.44,3.41,6.79,0.34,1.60,1.00,7.46,1.48,16.88,60,,,Laboratory,,28.13627889,14
31,308.15,10.3,4.42,Santruckova et al. 2003,28.00,69.91,3.08,6.79,0.33,1.60,1.00,7.46,1.48,16.88,60,,,Laboratory,,28.13627889,14
31,313.15,42.5,4.42,Santruckova et al. 2003,28.00,84.89,,2.00,,1.60,,12.51,,16.88,60,,,Laboratory,,28.13627889,14
31,313.15,38.8,4.42,Santruckova et al. 2003,28.00,85.28,4.49,2.20,0.13,1.60,1.00,12.51,2.48,16.88,60,,,Laboratory,,28.13627889,14
31,313.15,39.2,4.42,Santruckova et al. 2003,28.00,86.16,4.29,2.20,0.11,1.60,1.00,12.51,2.48,16.88,60,,,Laboratory,,28.13627889,14
31,313.15,32.2,4.42,Santruckova et al. 2003,28.00,89.88,3.95,2.80,0.13,1.60,1.00,12.51,2.48,16.88,60,,,Laboratory,,28.13627889,14
32,278.15,0.2,4.37,Santruckova et al. 2003,23.10,4.56,0.28,20.24,1.33,1.82,1.00,9.55,0.97,17.63,60,,,Laboratory,,29.38110448,14
32,278.15,0.3,4.37,Santruckova et al. 2003,23.10,6.64,0.40,20.24,1.28,1.82,1.00,9.55,0.97,17.63,60,,,Laboratory,,29.38110448,14
32,278.15,0.3,4.37,Santruckova et al. 2003,23.10,6.89,0.40,21.02,1.23,1.82,1.00,9.55,0.97,17.63,60,,,Laboratory,,29.38110448,14
32,278.15,0.3,4.37,Santruckova et al. 2003,23.10,7.22,0.35,21.80,1.19,1.82,1.00,9.55,0.97,17.63,60,,,Laboratory,,29.38110448,14
32,283.15,0.6,4.37,Santruckova et al. 2003,23.10,13.20,0.80,21.19,1.40,1.82,1.00,8.93,0.90,17.63,60,,,Laboratory,,29.38110448,14
32,283.15,0.6,4.37,Santruckova et al. 2003,23.10,14.62,0.88,23.14,1.47,1.82,1.00,8.93,0.90,17.63,60,,,Laboratory,,29.38110448,14
32,283.15,0.6,4.37,Santruckova et al. 2003,23.10,14.95,0.87,23.15,1.35,1.82,1.00,8.93,0.90,17.63,60,,,Laboratory,,29.38110448,14
32,283.15,0.6,4.37,Santruckova et al. 2003,23.10,15.03,0.74,23.34,1.27,1.82,1.00,8.93,0.90,17.63,60,,,Laboratory,,29.38110448,14
32,288.15,1.1,4.37,Santruckova et al. 2003,23.10,16.44,1.00,15.18,1.00,1.82,1.00,9.87,1.00,17.63,60,,,Laboratory,,29.38110448,14
32,288.15,1.1,4.37,Santruckova et al. 2003,23.10,16.69,1.00,15.76,1.00,1.82,1.00,9.87,1.00,17.63,60,,,Laboratory,,29.38110448,14
32,288.15,1.0,4.37,Santruckova et al. 2003,23.10,17.11,1.00,17.13,1.00,1.82,1.00,9.87,1.00,17.63,60,,,Laboratory,,29.38110448,14
32,288.15,1.1,4.37,Santruckova et al. 2003,23.10,20.43,1.00,18.31,1.00,1.82,1.00,9.87,1.00,17.63,60,,,Laboratory,,29.38110448,14
32,293.15,1.5,4.37,Santruckova et al. 2003,23.10,32.73,1.99,21.18,1.40,1.82,1.00,8.25,0.84,17.63,60,,,Laboratory,,29.38110448,14
32,293.15,1.7,4.37,Santruckova et al. 2003,23.10,36.55,2.19,21.38,1.36,1.82,1.00,8.25,0.84,17.63,60,,,Laboratory,,29.38110448,14
32,293.15,1.5,4.37,Santruckova et al. 2003,23.10,36.80,2.15,23.91,1.40,1.82,1.00,8.25,0.84,17.63,60,,,Laboratory,,29.38110448,14
32,293.15,1.5,4.37,Santruckova et al. 2003,23.10,38.96,1.91,25.67,1.40,1.82,1.00,8.25,0.84,17.63,60,,,Laboratory,,29.38110448,14
32,298.15,2.5,4.37,Santruckova et al. 2003,23.10,55.25,3.36,22.15,1.46,1.82,1.00,8.25,0.84,17.63,60,,,Laboratory,,29.38110448,14
32,298.15,2.6,4.37,Santruckova et al. 2003,23.10,57.91,3.47,22.54,1.43,1.82,1.00,8.25,0.84,17.63,60,,,Laboratory,,29.38110448,14
32,298.15,2.6,4.37,Santruckova et al. 2003,23.10,60.23,3.52,23.33,1.36,1.82,1.00,8.25,0.84,17.63,60,,,Laboratory,,29.38110448,14
32,298.15,2.4,4.37,Santruckova et al. 2003,23.10,61.73,3.02,25.86,1.41,1.82,1.00,8.25,0.84,17.63,60,,,Laboratory,,29.38110448,14
32,303.15,6.1,4.37,Santruckova et al. 2003,23.10,77.35,4.70,12.64,0.83,1.82,1.00,8.55,0.87,17.63,60,,,Laboratory,,29.38110448,14
32,303.15,6.2,4.37,Santruckova et al. 2003,23.10,82.58,4.95,13.22,0.84,1.82,1.00,8.55,0.87,17.63,60,,,Laboratory,,29.38110448,14
32,303.15,6.3,4.37,Santruckova et al. 2003,23.10,86.24,5.04,13.60,0.79,1.82,1.00,8.55,0.87,17.63,60,,,Laboratory,,29.38110448,14
32,303.15,,4.37,Santruckova et al. 2003,23.10,,,14.18,0.77,1.82,1.00,8.55,0.87,17.63,60,,,Laboratory,,29.38110448,14
32,308.15,160.4,4.37,Santruckova et al. 2003,23.10,99.86,6.07,0.62,0.04,1.82,1.00,11.67,1.18,17.63,60,,,Laboratory,,29.38110448,14
32,308.15,83.7,4.37,Santruckova et al. 2003,23.10,100.94,6.05,1.21,0.08,1.82,1.00,11.67,1.18,17.63,60,,,Laboratory,,29.38110448,14
32,308.15,66.0,4.37,Santruckova et al. 2003,23.10,105.76,6.18,1.60,0.09,1.82,1.00,11.67,1.18,17.63,60,,,Laboratory,,29.38110448,14
32,308.15,59.9,4.37,Santruckova et al. 2003,23.10,107.51,5.26,1.79,0.10,1.82,1.00,11.67,1.18,17.63,60,,,Laboratory,,29.38110448,14
32,313.15,93.8,4.37,Santruckova et al. 2003,23.10,104.68,6.37,1.12,0.07,1.82,1.00,11.45,1.16,17.63,60,,,Laboratory,,29.38110448,14
32,313.15,91.0,4.37,Santruckova et al. 2003,23.10,110.83,6.64,1.22,0.08,1.82,1.00,11.45,1.16,17.63,60,,,Laboratory,,29.38110448,14
32,313.15,84.0,4.37,Santruckova et al. 2003,23.10,118.14,6.91,1.41,0.08,1.82,1.00,11.45,1.16,17.63,60,,,Laboratory,,29.38110448,14
32,313.15,78.4,4.37,Santruckova et al. 2003,23.10,125.46,6.14,1.60,0.09,1.82,1.00,11.45,1.16,17.63,60,,,Laboratory,,29.38110448,14
33,278.15,0.0,4.56,Santruckova et al. 2003,19.13,0.12,0.04,19.16,0.73,0.43,1.00,3.33,0.78,12.43,60,,,Laboratory,,20.71577635,14
33,278.15,0.0,4.56,Santruckova et al. 2003,19.13,0.54,0.14,20.25,0.70,0.43,1.00,3.33,0.78,12.43,60,,,Laboratory,,20.71577635,14
33,278.15,0.0,4.56,Santruckova et al. 2003,19.13,0.54,0.14,20.67,0.65,0.43,1.00,3.33,0.78,12.43,60,,,Laboratory,,20.71577635,14
33,278.15,0.0,4.56,Santruckova et al. 2003,19.13,0.96,0.23,21.42,0.62,0.43,1.00,3.33,0.78,12.43,60,,,Laboratory,,20.71577635,14
33,283.15,0.1,4.56,Santruckova et al. 2003,19.13,1.59,0.49,21.27,0.81,0.43,1.00,4.90,1.14,12.43,60,,,Laboratory,,20.71577635,14
33,283.15,0.1,4.56,Santruckova et al. 2003,19.13,1.80,0.48,21.59,0.75,0.43,1.00,4.90,1.14,12.43,60,,,Laboratory,,20.71577635,14
33,283.15,0.1,4.56,Santruckova et al. 2003,19.13,1.91,0.50,22.27,0.70,0.43,1.00,4.90,1.14,12.43,60,,,Laboratory,,20.71577635,14
33,283.15,0.1,4.56,Santruckova et al. 2003,19.13,1.91,0.45,23.67,0.69,0.43,1.00,4.90,1.14,12.43,60,,,Laboratory,,20.71577635,14
33,288.15,0.1,4.56,Santruckova et al. 2003,19.13,3.27,1.00,26.35,1.00,0.43,1.00,4.28,1.00,12.43,60,,,Laboratory,,20.71577635,14
33,288.15,0.1,4.56,Santruckova et al. 2003,19.13,3.79,1.00,28.74,1.00,0.43,1.00,4.28,1.00,12.43,60,,,Laboratory,,20.71577635,14
33,288.15,0.1,4.56,Santruckova et al. 2003,19.13,3.79,1.00,32.03,1.00,0.43,1.00,4.28,1.00,12.43,60,,,Laboratory,,20.71577635,14
33,288.15,0.1,4.56,Santruckova et al. 2003,19.13,4.21,1.00,34.44,1.00,0.43,1.00,4.28,1.00,12.43,60,,,Laboratory,,20.71577635,14
33,293.15,0.3,4.56,Santruckova et al. 2003,19.13,7.36,2.25,26.21,0.99,0.43,1.00,3.64,0.85,12.43,60,,,Laboratory,,20.71577635,14
33,293.15,0.3,4.56,Santruckova et al. 2003,19.13,7.77,2.05,26.50,0.92,0.43,1.00,3.64,0.85,12.43,60,,,Laboratory,,20.71577635,14
33,293.15,0.3,4.56,Santruckova et al. 2003,19.13,8.09,2.13,28.58,0.89,0.43,1.00,3.64,0.85,12.43,60,,,Laboratory,,20.71577635,14
33,293.15,0.3,4.56,Santruckova et al. 2003,19.13,8.19,1.95,27.90,0.81,0.43,1.00,3.64,0.85,12.43,60,,,Laboratory,,20.71577635,14
33,298.15,0.4,4.56,Santruckova et al. 2003,19.13,11.44,3.50,30.10,1.14,0.43,1.00,3.01,0.70,12.43,60,,,Laboratory,,20.71577635,14
33,298.15,0.4,4.56,Santruckova et al. 2003,19.13,12.28,3.24,33.65,1.17,0.43,1.00,3.01,0.70,12.43,60,,,Laboratory,,20.71577635,14
33,298.15,0.4,4.56,Santruckova et al. 2003,19.13,13.01,3.43,34.26,1.07,0.43,1.00,3.01,0.70,12.43,60,,,Laboratory,,20.71577635,14
33,298.15,0.4,4.56,Santruckova et al. 2003,19.13,14.69,3.49,35.00,1.02,0.43,1.00,3.01,0.70,12.43,60,,,Laboratory,,20.71577635,14
33,303.15,0.4,4.56,Santruckova et al. 2003,19.13,13.01,3.98,33.21,1.26,0.43,1.00,3.09,0.72,12.43,60,,,Laboratory,,20.71577635,14
33,303.15,0.4,4.56,Santruckova et al. 2003,19.13,13.43,3.54,33.82,1.18,0.43,1.00,3.09,0.72,12.43,60,,,Laboratory,,20.71577635,14
33,303.15,0.4,4.56,Santruckova et al. 2003,19.13,15.11,3.98,34.55,1.08,0.43,1.00,3.09,0.72,12.43,60,,,Laboratory,,20.71577635,14
33,303.15,0.4,4.56,Santruckova et al. 2003,19.13,15.42,3.66,35.91,1.04,0.43,1.00,3.09,0.72,12.43,60,,,Laboratory,,20.71577635,14
33,308.15,0.6,4.56,Santruckova et al. 2003,19.13,12.70,3.89,22.33,0.85,0.43,1.00,3.56,0.83,12.43,60,,,Laboratory,,20.71577635,14
33,308.15,0.6,4.56,Santruckova et al. 2003,19.13,12.91,3.40,22.77,0.79,0.43,1.00,3.56,0.83,12.43,60,,,Laboratory,,20.71577635,14
33,308.15,0.6,4.56,Santruckova et al. 2003,19.13,13.96,3.68,23.19,0.72,0.43,1.00,3.56,0.83,12.43,60,,,Laboratory,,20.71577635,14
33,308.15,0.5,4.56,Santruckova et al. 2003,19.13,13.96,3.31,26.93,0.78,0.43,1.00,3.56,0.83,12.43,60,,,Laboratory,,20.71577635,14
33,313.15,29.2,4.56,Santruckova et al. 2003,19.13,13.43,4.11,0.46,0.02,0.43,1.00,6.89,1.61,12.43,60,,,Laboratory,,20.71577635,14
33,313.15,29.7,4.56,Santruckova et al. 2003,19.13,13.82,3.64,0.47,0.02,0.43,1.00,6.89,1.61,12.43,60,,,Laboratory,,20.71577635,14
33,313.15,26.1,4.56,Santruckova et al. 2003,19.13,16.07,4.24,0.61,0.02,0.43,1.00,6.89,1.61,12.43,60,,,Laboratory,,20.71577635,14
33,313.15,,4.56,Santruckova et al. 2003,19.13,,,0.77,0.02,0.43,1.00,6.89,1.61,12.43,60,,,Laboratory,,20.71577635,14
34,278.15,0.0,4.89,Santruckova et al. 2003,20.88,0.22,0.03,25.81,0.89,0.59,1.00,4.31,1.05,13.08,60,,,Laboratory,,21.79558794,14
34,278.15,0.0,4.89,Santruckova et al. 2003,20.88,0.30,0.04,25.96,0.85,0.59,1.00,4.31,1.05,13.08,60,,,Laboratory,,21.79558794,14
34,278.15,0.0,4.89,Santruckova et al. 2003,20.88,0.45,0.05,26.12,0.84,0.59,1.00,4.31,1.05,13.08,60,,,Laboratory,,21.79558794,14
34,278.15,0.0,4.89,Santruckova et al. 2003,20.88,0.91,0.10,27.82,0.77,0.59,1.00,4.31,1.05,13.08,60,,,Laboratory,,21.79558794,14
34,283.15,0.1,4.89,Santruckova et al. 2003,20.88,3.13,0.44,32.61,1.13,0.59,1.00,2.98,0.72,13.08,60,,,Laboratory,,21.79558794,14
34,283.15,0.1,4.89,Santruckova et al. 2003,20.88,3.89,0.49,34.46,1.13,0.59,1.00,2.98,0.72,13.08,60,,,Laboratory,,21.79558794,14
34,283.15,0.1,4.89,Santruckova et al. 2003,20.88,3.89,0.46,35.39,1.13,0.59,1.00,2.98,0.72,13.08,60,,,Laboratory,,21.79558794,14
34,283.15,0.1,4.89,Santruckova et al. 2003,20.88,4.66,0.53,40.18,1.11,0.59,1.00,2.98,0.72,13.08,60,,,Laboratory,,21.79558794,14
34,288.15,0.2,4.89,Santruckova et al. 2003,20.88,7.18,1.00,28.90,1.00,0.59,1.00,4.12,1.00,13.08,60,,,Laboratory,,21.79558794,14
34,288.15,0.3,4.89,Santruckova et al. 2003,20.88,7.95,1.00,30.60,1.00,0.59,1.00,4.12,1.00,13.08,60,,,Laboratory,,21.79558794,14
34,288.15,0.3,4.89,Santruckova et al. 2003,20.88,8.48,1.00,31.22,1.00,0.59,1.00,4.12,1.00,13.08,60,,,Laboratory,,21.79558794,14
34,288.15,0.2,4.89,Santruckova et al. 2003,20.88,8.79,1.00,36.16,1.00,0.59,1.00,4.12,1.00,13.08,60,,,Laboratory,,21.79558794,14
34,293.15,0.3,4.89,Santruckova et al. 2003,20.88,11.62,1.62,33.38,1.16,0.59,1.00,3.48,0.84,13.08,60,,,Laboratory,,21.79558794,14
34,293.15,0.3,4.89,Santruckova et al. 2003,20.88,11.77,1.48,36.94,1.21,0.59,1.00,3.48,0.84,13.08,60,,,Laboratory,,21.79558794,14
34,293.15,0.3,4.89,Santruckova et al. 2003,20.88,12.08,1.42,38.17,1.22,0.59,1.00,3.48,0.84,13.08,60,,,Laboratory,,21.79558794,14
34,293.15,0.3,4.89,Santruckova et al. 2003,20.88,13.07,1.49,39.26,1.09,0.59,1.00,3.48,0.84,13.08,60,,,Laboratory,,21.79558794,14
34,298.15,0.7,4.89,Santruckova et al. 2003,20.88,16.67,2.32,22.56,0.78,0.59,1.00,6.20,1.51,13.08,60,,,Laboratory,,21.79558794,14
34,298.15,0.7,4.89,Santruckova et al. 2003,20.88,18.28,2.30,25.81,0.84,0.59,1.00,6.20,1.51,13.08,60,,,Laboratory,,21.79558794,14
34,298.15,0.7,4.89,Santruckova et al. 2003,20.88,18.28,2.15,27.82,0.89,0.59,1.00,6.20,1.51,13.08,60,,,Laboratory,,21.79558794,14
34,298.15,0.7,4.89,Santruckova et al. 2003,20.88,20.73,2.36,27.97,0.77,0.59,1.00,6.20,1.51,13.08,60,,,Laboratory,,21.79558794,14
34,303.15,0.8,4.89,Santruckova et al. 2003,20.88,19.20,2.67,22.72,0.79,0.59,1.00,5.23,1.27,13.08,60,,,Laboratory,,21.79558794,14
34,303.15,0.8,4.89,Santruckova et al. 2003,20.88,19.65,2.47,23.80,0.78,0.59,1.00,5.23,1.27,13.08,60,,,Laboratory,,21.79558794,14
34,303.15,0.8,4.89,Santruckova et al. 2003,20.88,20.19,2.38,24.26,0.78,0.59,1.00,5.23,1.27,13.08,60,,,Laboratory,,21.79558794,14
34,303.15,0.8,4.89,Santruckova et al. 2003,20.88,20.57,2.34,27.20,0.75,0.59,1.00,5.23,1.27,13.08,60,,,Laboratory,,21.79558794,14
34,308.15,1.0,4.89,Santruckova et al. 2003,20.88,19.88,2.77,20.86,0.72,0.59,1.00,5.05,1.23,13.08,60,,,Laboratory,,21.79558794,14
34,308.15,0.9,4.89,Santruckova et al. 2003,20.88,20.65,2.60,22.41,0.73,0.59,1.00,5.05,1.23,13.08,60,,,Laboratory,,21.79558794,14
34,308.15,1.0,4.89,Santruckova et al. 2003,20.88,23.79,2.80,23.18,0.74,0.59,1.00,5.05,1.23,13.08,60,,,Laboratory,,21.79558794,14
34,308.15,1.0,4.89,Santruckova et al. 2003,20.88,25.24,2.87,24.42,0.68,0.59,1.00,5.05,1.23,13.08,60,,,Laboratory,,21.79558794,14
34,313.15,6.2,4.89,Santruckova et al. 2003,20.88,23.80,3.31,3.81,0.13,0.59,1.00,9.18,2.23,13.08,60,,,Laboratory,,21.79558794,14
34,313.15,5.5,4.89,Santruckova et al. 2003,20.88,24.48,3.08,4.41,0.14,0.59,1.00,9.18,2.23,13.08,60,,,Laboratory,,21.79558794,14
34,313.15,5.4,4.89,Santruckova et al. 2003,20.88,27.70,3.26,5.16,0.17,0.59,1.00,9.18,2.23,13.08,60,,,Laboratory,,21.79558794,14
34,313.15,5.0,4.89,Santruckova et al. 2003,20.88,28.54,3.25,5.76,0.16,0.59,1.00,9.18,2.23,13.08,60,,,Laboratory,,21.79558794,14
35,278.15,0.7,5.58,Santruckova et al. 2003,23.91,9.52,0.41,13.94,0.61,2.05,1.00,6.99,0.87,18.41,60,,,Laboratory,,30.67652289,14
35,278.15,0.7,5.58,Santruckova et al. 2003,23.91,10.57,0.45,15.54,0.68,2.05,1.00,6.99,0.87,18.41,60,,,Laboratory,,30.67652289,14
35,278.15,0.6,5.58,Santruckova et al. 2003,23.91,10.65,0.45,17.50,0.73,2.05,1.00,6.99,0.87,18.41,60,,,Laboratory,,30.67652289,14
35,278.15,0.6,5.58,Santruckova et al. 2003,23.91,11.14,0.46,17.50,0.70,2.05,1.00,6.99,0.87,18.41,60,,,Laboratory,,30.67652289,14
35,283.15,0.6,5.58,Santruckova et al. 2003,23.91,15.02,0.65,24.99,1.09,2.05,1.00,7.03,0.87,18.41,60,,,Laboratory,,30.67652289,14
35,283.15,0.6,5.58,Santruckova et al. 2003,23.91,15.50,0.66,25.71,1.12,2.05,1.00,7.03,0.87,18.41,60,,,Laboratory,,30.67652289,14
35,283.15,0.7,5.58,Santruckova et al. 2003,23.91,17.52,0.75,25.72,1.08,2.05,1.00,7.03,0.87,18.41,60,,,Laboratory,,30.67652289,14
35,283.15,0.7,5.58,Santruckova et al. 2003,23.91,17.60,0.73,25.89,1.03,2.05,1.00,7.03,0.87,18.41,60,,,Laboratory,,30.67652289,14
35,288.15,1.0,5.58,Santruckova et al. 2003,23.91,22.94,1.00,23.01,1.00,2.05,1.00,8.08,1.00,18.41,60,,,Laboratory,,30.67652289,14
35,288.15,1.0,5.58,Santruckova et al. 2003,23.91,23.34,1.00,23.02,1.00,2.05,1.00,8.08,1.00,18.41,60,,,Laboratory,,30.67652289,14
35,288.15,1.0,5.58,Santruckova et al. 2003,23.91,23.51,1.00,23.89,1.00,2.05,1.00,8.08,1.00,18.41,60,,,Laboratory,,30.67652289,14
35,288.15,1.0,5.58,Santruckova et al. 2003,23.91,23.99,1.00,25.14,1.00,2.05,1.00,8.08,1.00,18.41,60,,,Laboratory,,30.67652289,14
35,293.15,1.4,5.58,Santruckova et al. 2003,23.91,31.51,1.37,22.29,0.97,2.05,1.00,8.13,1.01,18.41,60,,,Laboratory,,30.67652289,14
35,293.15,1.5,5.58,Santruckova et al. 2003,23.91,33.13,1.42,22.83,0.99,2.05,1.00,8.13,1.01,18.41,60,,,Laboratory,,30.67652289,14
35,293.15,1.5,5.58,Santruckova et al. 2003,23.91,33.94,1.44,23.18,0.97,2.05,1.00,8.13,1.01,18.41,60,,,Laboratory,,30.67652289,14
35,293.15,1.5,5.58,Santruckova et al. 2003,23.91,34.26,1.43,23.37,0.93,2.05,1.00,8.13,1.01,18.41,60,,,Laboratory,,30.67652289,14
35,298.15,2.2,5.58,Santruckova et al. 2003,23.91,41.29,1.80,18.58,0.81,2.05,1.00,6.90,0.85,18.41,60,,,Laboratory,,30.67652289,14
35,298.15,2.1,5.58,Santruckova et al. 2003,23.91,43.96,1.88,20.54,0.89,2.05,1.00,6.90,0.85,18.41,60,,,Laboratory,,30.67652289,14
35,298.15,1.9,5.58,Santruckova et al. 2003,23.91,44.77,1.90,23.04,0.96,2.05,1.00,6.90,0.85,18.41,60,,,Laboratory,,30.67652289,14
35,298.15,2.0,5.58,Santruckova et al. 2003,23.91,48.89,2.04,24.82,0.99,2.05,1.00,6.90,0.85,18.41,60,,,Laboratory,,30.67652289,14
35,303.15,2.7,5.58,Santruckova et al. 2003,23.91,52.61,2.29,19.64,0.85,2.05,1.00,7.25,0.90,18.41,60,,,Laboratory,,30.67652289,14
35,303.15,2.8,5.58,Santruckova et al. 2003,23.91,55.60,2.38,19.82,0.86,2.05,1.00,7.25,0.90,18.41,60,,,Laboratory,,30.67652289,14
35,303.15,2.7,5.58,Santruckova et al. 2003,23.91,55.68,2.37,20.89,0.87,2.05,1.00,7.25,0.90,18.41,60,,,Laboratory,,30.67652289,14
35,303.15,2.6,5.58,Santruckova et al. 2003,23.91,55.93,2.33,21.60,0.86,2.05,1.00,7.25,0.90,18.41,60,,,Laboratory,,30.67652289,14
35,308.15,3.7,5.58,Santruckova et al. 2003,23.91,59.64,2.60,16.21,0.70,2.05,1.00,8.34,1.03,18.41,60,,,Laboratory,,30.67652289,14
35,308.15,3.8,5.58,Santruckova et al. 2003,23.91,62.39,2.67,16.58,0.72,2.05,1.00,8.34,1.03,18.41,60,,,Laboratory,,30.67652289,14
35,308.15,3.7,5.58,Santruckova et al. 2003,23.91,63.44,2.70,16.94,0.71,2.05,1.00,8.34,1.03,18.41,60,,,Laboratory,,30.67652289,14
35,308.15,3.8,5.58,Santruckova et al. 2003,23.91,64.66,2.70,16.94,0.67,2.05,1.00,8.34,1.03,18.41,60,,,Laboratory,,30.67652289,14
35,313.15,14.4,5.58,Santruckova et al. 2003,23.91,67.00,2.92,4.66,0.20,2.05,1.00,13.97,1.73,18.41,60,,,Laboratory,,30.67652289,14
